Concepto,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019 R,2020 R,2021 R,2022 P
Millones de pesos a precios de 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a  Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintana Roo,NA,0.078706038273,-0.00511966288,-0.033961982379,0.028520561841,0.012338551962,-0.023281506501,0.023428768088,0.022808485003,0.047011977436,0.059290704574,0.055868901288,0.055586531026,0.048885006938,0.033381665565,-0.04232625273,0.091083866834,0.097947732151,0.087202562762,-0.00270366214,0.036129932722,0.054334129349,-0.005548070941,0.043065485384,0.092044127481,0.039056572175,0.074385891407,0.09863847668,0.063679811494,-0.116146821934,0.062906729758,0.065421614384,0.058277797931,0.040864659302,0.049826301798,0.083542221091,0.092380074809,0.074691562927,0.085300115825,-0.000069542248,-0.338895950572,0.172457226075,0.102743161736
San Luis Potosí,NA,0.174026921938,-0.007338260981,-0.096596819608,0.062113462543,0.035099709219,-0.077163438438,0.040364571434,0.024841689733,0.069809869866,0.104154749801,0.076102314872,0.064338028258,0.055074462721,0.120192297686,-0.183301612687,0.124140884151,0.116385350073,0.111050687722,0.042850087191,0.086356506205,-0.014641788238,0.00003499412,0.074823564004,0.17753474267,0.0754316188,0.055473272922,0.026407973058,0.070799504632,-0.120053022844,0.111753985139,0.110932594561,0.103306142871,0.058784990615,0.045008398509,0.089778277757,0.112958390617,0.147754199605,0.074031838346,-0.049827543707,-0.160898961941,0.052820949934,0.083029748614
Sinaloa,NA,0.209144036155,-0.001234328563,-0.070538988741,0.076087112816,0.05342935384,-0.070563935084,0.053760246062,0.022035585971,0.075428363969,0.137125455231,0.092107952711,0.056906412003,0.068785364666,0.049859446822,-0.114239324624,0.034101740691,0.057845971451,0.099808830478,0.057479554503,0.15304443767,-0.04433752281,-0.075023929849,0.005367668081,0.139148145858,-0.012079709199,0.091221428223,0.103237730762,0.100658350385,-0.073600819831,0.024339386782,0.053539606017,0.068668481082,-0.004948027597,-0.000114968026,0.087531479734,0.097561717312,0.048172958295,0.038005543105,-0.010977429722,-0.165166282485,0.098141619432,0.042298781788
Sonora,NA,0.329125815491,-0.02274448984,-0.209213769184,0.1148636512,0.080124095333,-0.181315729106,0.070461471817,0.019384072575,0.102795133593,0.202097478987,0.131794833989,0.151668183966,0.079842530282,0.246388513747,-0.129997817431,0.116187659343,0.325343902545,0.234641999054,0.106655481229,0.275526271357,-0.099535986646,-0.261478882113,-0.094159541336,0.126118610258,0.139465621179,0.245635763967,0.043345365099,0.044103249059,-0.239954994387,0.112425296931,0.263585972305,0.156851422218,0.130623407461,0.057432835714,0.170846969505,0.139947372471,-0.031937366315,-0.010559899902,0.015863524381,-0.201956470236,0.139720455567,0.157291244676
Tabasco,NA,0.22952030129,0.002420479741,-0.111774520965,0.094992455996,0.063222616964,-0.06561644735,0.074405543883,0.060036974172,0.108404264655,0.137795900157,0.112817904244,0.097615282742,0.090419029381,0.001726150549,0.000420567901,0.183993230405,0.092089187116,0.107167693737,-0.036086893487,0.009757696503,-0.049438142771,-0.121601492286,0.003046716756,0.08240327408,0.173619856837,0.185494937078,0.061705201764,0.098394435603,0.063675030397,0.130495550077,0.103246468624,0.125532189795,0.009393075184,-0.01063602472,-0.186869371501,-0.089430746268,-0.130955537817,-0.129847765216,-0.094086661411,0.070957687361,0.351095124725,0.395553776987
Tamaulipas,NA,0.278232042976,0.002695425789,-0.15679185738,0.119062457709,0.091237906819,-0.12013505086,0.083211269978,0.043444952489,0.100996447311,0.159680769575,0.081814297807,0.083719907241,0.034585435254,0.185843051985,-0.18901433989,0.235662430366,0.214460779551,0.316062694792,0.195937528222,0.17170773738,-0.154209850414,0.112576257854,0.136591490622,0.149606326493,0.157910889499,0.099184733321,0.069561915327,0.07594052284,-0.274667085099,0.064995146281,0.023965568885,0.140233217652,0.016207839844,0.034735931284,0.11382398192,-0.013282423091,-0.003480943225,0.096773200678,0.085525192989,-0.244539125477,0.133410726089,0.101925791754
Tlaxcala,NA,0.052843481814,0.001902225749,-0.022455045144,0.020806125327,0.013480930193,-0.016451640031,0.012892148742,0.008804743202,0.020441396668,0.030644681428,0.027168250733,0.025419650821,0.013602758085,0.020144731335,-0.025798937123,0.048345136744,0.061122988996,0.014928568724,0.037550662431,0.02718768218,0.022256812316,-0.01817215027,-0.007301940221,0.026881957306,-0.024286307086,0.027807819944,0.005060688149,0.007908058083,-0.027112637081,0.039310405585,0.020202406646,0.014823330973,-0.003965053761,0.010935151507,0.029451228533,0.009244729493,0.020420821474,0.016164682834,-0.005412809041,-0.055649910661,0.033971453762,0.013766276459
Veracruz de Ignacio de la Llave,NA,0.424730028532,0.028504802609,-0.131366199584,0.175000715393,0.115437176057,-0.095372970182,0.123119394499,0.089391553362,0.182236764765,0.258217398113,0.212734331067,0.176167952821,0.130169906876,0.30549821632,-0.125154169688,0.180434630425,0.185444546845,0.237685220716,-0.101182240571,0.033766884237,-0.081645721368,-0.035798228722,0.089180050494,0.219691516664,0.051459226624,0.271400988551,0.163072638323,-0.054463409907,-0.082270219357,0.169507811807,0.092148279154,0.178753247374,-0.047649520104,0.001807659754,0.036242052749,-0.102359603439,-0.115025147153,-0.011971424999,0.103934427719,-0.356081964834,0.223406753338,0.062221905269
Yucatán,NA,0.104182859784,0.005295364555,-0.035061791276,0.041237747007,0.024352412362,-0.029134864249,0.027199567614,0.019078015682,0.043985480879,0.061135214635,0.049245028586,0.041267621298,0.047204979862,0.081574758454,-0.077095538209,0.066053677039,0.076551777897,0.08832606586,0.044707373097,0.090126205016,0.026084106124,-0.012259926177,0.014725369907,0.052534264404,0.061448174701,0.064816891493,0.030641927899,0.021344729526,-0.039642346842,0.052963687019,0.03097093225,0.049945613873,0.012982392381,0.047141116615,0.042271493567,0.061262701175,0.057968308821,0.064105846748,0.00576931388,-0.136764952369,0.114076255682,0.049422994228
Zacatecas,NA,0.049651934964,0.008427172285,-0.003061050837,0.023336432613,0.017508431659,-0.00230058542,0.018731477337,0.014269329598,0.026165883527,0.03723531068,0.034323812695,0.034427658908,0.027666663498,0.022907298983,0.017861249599,-0.015253182497,0.025754567807,0.064752535673,-0.016474689653,0.002135516589,0.02509621909,0.053771321385,0.021967173098,0.022349175645,0.020497140718,0.050842397639,0.028193403273,0.033436535861,0.038117808835,0.08942409107,0.000200045248,0.019572671704,-0.023837961669,0.069225920117,0.015287435031,0.008960762543,0.01681488196,0.032983848343,-0.034922608728,-0.040729210445,0.043795067051,0.005377085337
Índice de volumen físico base 2018=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a  Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,43.496598485846,47.666113320591,47.642477435623,45.43942831161,47.035903256048,47.938623740625,46.054655055692,47.00492985118,47.57757269583,49.302473207202,51.890874402197,53.954006261054,55.879416223231,57.481478777455,60.00728848337,56.460677922204,59.971570670021,64.288849747899,68.265165844904,70.145891916244,73.673728035236,73.341573554321,73.168056166102,74.03549634588,76.675188185143,78.295524479839,82.057635029976,83.762680991797,84.552841137943,79.230027852133,83.168817706451,86.033189268556,89.090129704994,89.849268143509,92.09888128905,94.587690891726,96.264251446368,98.066056832184,100.,99.748664158267,91.145785149723,96.376831485609,100.182752762508
Aguascalientes,22.712061951163,25.254472188473,25.351269851003,24.029963231953,25.147974785689,25.914405519164,24.884472900797,25.731109764244,26.372449283247,27.768927669472,29.852749508139,31.631722977321,33.496537379052,34.979237576081,37.106998555014,35.501486924012,37.90448077714,40.739286281171,43.615727359135,44.413754520768,48.273005434724,51.02041111938,53.340773297581,53.84646404718,55.623643820683,56.613494567851,61.08636627314,66.811321422895,66.62257413828,61.587128476399,67.061684685151,70.293353439314,74.028342288501,76.74193915769,84.676115356613,89.80590111668,93.739304971345,95.827133197947,100.,99.73517891628,92.568324504688,95.434139109797,96.515647950135
Baja California,45.533601546665,51.396012462519,50.838971038048,46.221246745573,48.416073984597,49.786165119443,45.774628212985,47.149955592341,47.543015412399,49.694548876137,53.183138947215,55.466870146603,58.208520298907,58.394105494115,62.387341204288,56.25036967315,63.499529346767,71.801563440177,75.421950367025,81.967471293462,89.967184494233,83.129291619378,79.207423565293,77.717776350192,79.341750754834,81.564452970878,87.923529478726,88.615396034934,86.105233815335,74.963366770516,78.066988695989,79.521744796551,82.658643962214,83.493357685529,86.577419563139,90.471721236921,94.296351967609,98.268556333627,100.,102.121424801782,94.82760280837,102.599705220952,105.762505004626
Baja California Sur,28.71652624445,31.273313971816,31.518143700133,31.000653819956,32.169899936628,32.90008997655,32.434161670484,33.2180967107,33.77101811083,35.321814026006,36.728935515062,38.719703451833,40.531720228975,39.453260442179,40.702976998957,39.219026099515,43.859183733461,45.781366305123,47.120661834555,48.373951172058,51.559015314982,53.986291366021,52.704363991867,55.626411132607,59.974268612217,63.757811442792,68.620231679014,74.502582772178,76.961062697086,72.833960383614,75.1111780192,78.516880329986,79.769914004587,78.657340553434,79.956234844424,84.537773633174,88.341633539588,92.506856166754,100.,97.295018246396,82.655438183113,92.45845733774,96.101465737626
Campeche,90.572163792832,99.358866924736,99.137593848104,92.65724677013,96.742439717288,100.31656541155,97.176506104624,101.027312944185,104.150862071042,108.859414521083,115.019165128255,118.939982109812,122.594722435702,121.76545460543,126.427542096947,120.132679005811,130.005957267591,137.765947004304,143.27664854117,135.222941080384,146.349854681368,158.062916249952,161.787030505138,174.795139510676,176.776146981684,174.609796687959,169.97099985941,159.017725388834,146.774760101761,133.531832640296,129.33827347063,126.049320731712,122.435875781922,122.663986551002,121.502460534904,124.038582183987,117.472502433691,105.504143870108,100.,96.514728706577,89.014366355814,87.088441408112,83.795336283188
Coahuila de Zaragoza,37.502925688485,41.552500680339,41.503597753975,38.537826754983,40.179481583,41.382689688837,38.915931343024,39.815108619599,40.140707586586,41.421910657888,43.798208180481,45.262081142982,47.621848959102,48.694807292385,49.659709835343,48.311462421161,56.062522267503,61.399060149663,64.935266778931,66.283122496851,67.852358234363,68.108050184017,71.793040423214,75.111935229189,76.426628641434,77.765608153548,82.660860964822,84.880840831758,83.533270501416,67.055740578787,80.235495307821,85.382173436476,90.122698564235,89.480380044996,93.458815170026,92.924565276825,93.340420523741,97.46671695064,100.,100.879773198589,89.26484928034,94.853846582855,95.469480276676
Colima,41.424923791871,44.86226479941,45.246990226034,44.227935310215,45.836920317886,47.128539031491,46.40542440096,47.662152951158,48.511031849146,50.015492002342,52.163628338776,53.711950857507,54.964310985524,56.171584497528,58.528273170839,55.529125413012,59.630302751877,62.341111240002,67.164295337483,69.191525398802,71.875472544106,70.532439211348,70.99508171186,69.073252920124,69.68351350187,69.977496156679,74.666817599045,79.349383883431,80.943570609027,77.025857899537,81.657345047111,86.910834658348,88.161550532801,86.945382187659,87.830528287032,91.691438504975,91.480857670226,97.758056039516,100.,104.819313697535,96.362948175637,95.640048097765,96.307977833772
Chiapas,56.578451941841,59.961034005665,60.46436585839,59.804061770761,61.485698111188,62.761424796264,62.504793939362,63.908002766956,65.136156503434,67.099031724574,69.586418373119,71.786097251615,74.138584056391,76.679994443328,79.631429303305,79.210798216006,78.549856402337,81.13334935501,86.102619260192,86.036391622986,87.612221153334,87.222330723633,88.342737888209,88.989058383022,85.996398988707,87.752681798493,90.812625390762,91.820256856083,95.350811723298,94.013770578179,100.672721504475,102.169157112232,104.705086731689,101.98553782702,105.964753184341,102.941506130118,104.615149543236,101.734811379995,100.,98.805231716654,94.473059741358,98.84909595603,104.295373061716
Chihuahua,35.530504584992,39.392307978213,39.202115826732,36.985942543732,38.430810176731,39.390083146073,37.305324843985,38.101664982576,38.273365304322,39.487044811239,41.894177716127,43.475156208295,45.160812203022,46.867147007594,48.895512582598,47.242923441198,51.093446812421,54.54940906513,59.498347239763,62.768927009713,68.117694649117,65.03367534521,63.949354973525,65.560741536212,67.680458238404,69.394749469276,74.485039075553,77.852257069178,81.647094011096,73.396564707299,75.895070770897,77.584096416577,83.377680013342,85.846833058501,88.266102402204,94.206233822857,97.324073036257,99.761111388276,100.,101.01826682227,94.871729221946,99.519691612507,107.76896383048
Ciudad de México,49.575357502959,54.758605008583,54.603728217744,52.429097692175,53.919026273333,53.836451035205,51.170493723225,51.337529802082,51.347705722529,53.217898704304,55.776606085368996,58.510323101385,60.496759281539,63.740048024806,66.26644267597,62.041475140504,64.448384407001,69.198896711817,71.941785662672,74.146541494614,78.593855072052,77.706752601057,78.318193775493,76.944943625468,80.180868300898,80.958576994859,84.83317631635,85.056167709974,86.164972630624,81.438646356149,84.602878479923,87.46446747475,90.191939117269,91.036030929279,92.354609511698,94.828775501492,96.665199916043,98.693849857,100.,99.829544339612,89.124782344308,94.21169470661,98.533337857589
Durango,44.705543527893,48.42439082081,48.179134194335,46.078631035655,47.427403152426,48.330199993298,46.737771994414,47.679125543325,48.266922044403,49.800466859391,52.102698113847,53.715512139128,54.841511841362,55.920242009245,58.682242903966,56.450338246087,59.353148654125,61.778288659544,66.877148799454,66.925456260851,67.529670262779,70.490139508593,70.793806798389,74.852089246812,78.592534290122,76.302881145016,78.119102979626,80.340021210478,84.578766063264,83.057664397983,84.625420673579,88.376655691869,92.581109791211,96.968732284322,99.662895082949,97.186923838428,98.835197943756,98.597132692069,100.,99.895815038669,91.634208980199,97.027055887345,96.110400924193
Guanajuato,32.858483000602,36.180386402803,36.216576566176,34.532904594342,35.855920155063,36.681565926849,35.268847131357,36.125780794467,36.63944404553,38.034873129414,40.145079089234,41.698846250653,43.070249427281,44.340282970048,45.962216744115,44.500851186489,47.249512067096,50.290895745755,54.368214061038,55.119349313377,58.325868928457,58.674379198702,61.372444990868,63.263079849903,64.976910320959,65.28979369608,68.668062652177,69.430811474899,71.220987370616,67.983579649027,72.525740975185,76.277354155992,79.633822435668,83.096032192472,87.362678868946,91.571263940144,95.015154093255,99.533106664148,100.,98.270980383127,91.376253101853,97.68781034791,100.721346464832
Guerrero,60.96525928042,63.951205805251,64.255002050654,63.270622063258,64.527516376208,65.429387578551,64.608618815145,65.491216783308,66.130042428047,67.496683020993,69.648289699699,71.40499753493,72.702324141436,72.792358294001,76.935352018281,71.982228365931,73.614270382192,75.829116387197,79.401968271686,80.037715685908,80.603316003059,81.421280568939,80.762823968424,79.926563689033,83.498965983231,85.779942976094,88.119331154875,90.400493458222,90.661872794565,88.786404850199,91.462216189679,91.792663795166,92.671374962449,94.297971556206,100.742099271789,98.822933290535,98.60847809244,97.081311113014,100.,99.194914984678,90.642806264949,94.234488400322,96.534733278845
Hidalgo,50.492391088499,55.35391377317,55.404576357089,52.473760842869,54.461847022287,55.933642513587,53.829470414722,55.228936479355,56.178376028476,58.280021794115,61.676930022796,64.454553620568,67.583172952419,69.587698691116,71.114564472526,61.080516160454,68.471830730017,71.054732703578,79.042657490051,79.533373353993,80.579771212244,79.802861160284,79.17559789321,79.192835053344,85.458710690425,84.433958176248,83.386293090524,85.79785802678,88.444311040121,84.703404179558,85.66918654392,87.557965803366,90.72704253683,90.705254107128,95.04836155681,98.872211740052,99.960783071955,99.469249780601,100.,96.855136746815,86.076124697706,91.837606774724,101.956056975159
Jalisco,43.910934748064,48.035561708277,48.018423097417,45.824086897469,47.407566686262,48.347533827938,46.541384125505,47.521505082453,48.11121930161,49.752987024686,52.182092926168,54.011356511626,55.691299974197,57.077003823856,58.829026169619,54.316116826607,56.952784153772,61.197718014618,66.139801963597,68.575959309888,71.775414022479,70.573016555187,69.826404197368,69.101890091055,71.081744079886,72.67533423646,76.389337200729,78.676435856898,80.266571064896,74.991289688477,79.448844833446,81.701181311826,84.861143829003,86.31229519948,89.366405437035,92.735709414369,95.567114223105,97.375440099628,100.,100.789313118815,91.872201038308,96.554703001861,101.671752567672
México,41.790977509441,45.546532649729,45.501536352669,43.483455197172,44.832112670108,45.458100579349,43.653456509723,44.350216744336,44.795290415563,46.330717065405,48.582586827102,50.445687273708,52.088395641075,53.551470010466,55.220103884843,51.184854089159,55.343313373262,60.160157600998,63.70281906441,65.836394887192,69.52982433619,70.023692195425,68.578439573149,68.342836186807,69.848267266237,72.089990347928,76.25399750228,78.247217685111,78.738987048821,73.839320614057,79.027149712592,82.567420586444,85.185999031811,85.719465153095,87.652682340202,89.472041460132,91.75303790831,96.538630748472,100.,97.585982574002,89.629704050405,94.708673570999,97.373427029172
Michoacán de Ocampo,41.053784502134,44.105173355689,44.601257215549,43.811888501496,45.329692280155,46.530964265728,45.994288005467,47.184319081738,48.054424790576,49.532822113167,51.596097642912,53.164566143764,54.281868978653,54.109574114877,57.590707475424,56.452631679982,58.698914073093,65.021977626586,66.041749163183,69.989674694633,71.28810433345,69.537715821889,68.508017287439,70.772413733709,72.582120921292,72.788809906423,76.553322740444,78.793985625638,80.748943854323,77.526142021356,79.288298774041,82.411228031172,83.916670123173,84.184660249015,88.415876576356,90.493085531916,93.318090456244,96.313699058695,100.,100.370205872694,94.748130567277,98.455176067061,102.074128277385
Morelos,47.654243644569,51.434707051133,51.489573643793,49.514915019527,51.102950811503,52.247818462811,50.895438931589,52.096543376483,53.001667952468,54.822070644639,57.410345427617,59.268054255433,60.99048135982,63.338305276719,64.625246002577,57.683844705628,60.888444575539,64.973559934654,70.850128831642,74.185282792618,75.575842767716,78.441998617085,76.313471625571,79.640419019886,82.035587331302,86.122942807905,84.921572301025,86.747884350665,84.607157666872,81.530719891966,85.086854983632,88.257360858264,90.797942108989,94.471900939362,95.030527538665,97.257504418285,100.409988710591,101.521785259673,100.,97.886893258497,88.276920988853,93.592800299726,93.959617799872
Nayarit,50.50207971315,54.877837116301,55.004015279184,53.353360657254,55.066640819657,56.115824070101,54.478839412575,55.622888055665,56.279251152519,58.282716307445,61.735191268881,64.730796528127,67.775314989892,70.046994451081,72.364142016677,62.947831776848,64.072904131292,65.047156176801,71.291155102875,73.314045962899,74.253723116759,76.813544651688,74.696714196908,71.952487461634,82.742627839944,87.123521431111,87.248782784433,85.88221970997,92.15048198823,86.610635820399,88.270007837438,90.663308378693,91.743781286528,93.140404543374,93.667645157565,94.652761524775,97.963760187324,99.584493303945,100.,101.468178702208,91.606209774579,99.797521196053,103.923495503633
Nuevo León,32.372054606986,36.068173828091,36.130908580111,34.100215746882,35.625676131614,36.534683187873,34.850492628197,35.782528071697,36.37915532584,37.980004032789,40.297709339997,42.110795652759,43.91763364974,45.594857150315,48.021347960014,44.701151558438,47.499558171388,52.026394438063,56.419439629185,59.570656704919,63.497326269345,63.543256015729,64.891732732868,67.556011711278,69.957535134918,71.704716388592,76.980803987662,80.271780783381,80.23225932961,73.914044673771,79.075084730296,81.656019341608,84.961121609613,84.418358931735,87.320671439524,90.525933026171,91.353417167322,94.778339515241,100.,101.843606214913,91.929993782407,98.49303511609,101.887544579759
Oaxaca,63.874464483663,68.380705467089,68.497475070744,66.344598825525,68.203879434631,69.532869335619,67.969511069023,69.29247841512,70.14955118734,72.089438667035,75.21905190402,77.623506834538,80.17162694633,81.792926074475,90.013783184255,80.111386782104,83.394674344177,85.347108813228,87.341608254853,89.595538461271,92.841354175382,93.580980863522,94.511218960673,94.596639751567,96.419085844964,98.251745696623,99.246215244703,98.777210478997,101.39906774003,100.660268644261,99.173105771165,100.73294618296,100.881630942941,103.825136898681,103.107188641677,104.761557014279,104.334552757155,93.495341364837,100.,95.136880359264,90.336718548905,98.633146769323,106.284181607162
Puebla,36.300980972528,39.556782579759,39.589201160644,37.685699691301,39.104371792662,40.152247738281,38.77759427709,39.877701270272,40.608324440267,42.089100393303,44.193821910997,45.429593297806,46.583926027535,47.780236331283,50.070613414287,45.979993269496,50.098259737681,54.61820861267,59.522711182585,64.127145247186,66.350955912203,67.549913716518,66.220307668169,67.872291286723,69.687255920667,73.121965450935,76.544990995726,79.40618012442,79.358292168998,73.497776579186,79.013175897717,83.268204273992,88.012065403533,86.591996101757,87.967916813131,90.123543038516,91.990529434232,98.330028161781,100.,99.61302162678,88.922127008971,92.393520289209,96.613965659895
Querétaro,28.716247463168,32.464730107206,32.252850759629,29.411866916435,30.853188772224,31.837180158751,29.653911904905,30.567717548072,31.053070431013,32.490954421459,34.888686719246,36.710795916206,39.136952186307,40.891264218631,43.616552067066,40.839201609833,45.051299647389,50.875574643903,56.487049897545,58.080930830912,60.284594174292,60.204992003585,59.189297603611,59.115568003056,62.951884033792,65.932777939301,69.867432163375,73.827793337153,73.881470686015,70.422134304598,76.944681658462,83.389785934898,86.16101290917,85.390128609172,88.678081563838,93.982416802326,94.335173224299,96.736417483585,100.,98.665765245223,89.562711804802,93.996844779595,96.854768345239
Quintana Roo,24.302566359751,26.496008711407,26.339652916339,25.30295972578,26.133295619579,26.505136007511,25.790047962151,26.481378695395,27.168293260053,28.601383958438,30.474299500827,32.331778859128,34.253348579574,36.003559616329,37.232975474653,35.60564146668,38.900603575813,42.664196859545,46.256126165166,46.137872544758,47.761671550763,50.326440431081,50.065731982183,52.084627019542,56.450780058647,58.369501159545,62.101060790249,67.287009645319,70.704562304704,64.412421786491,67.605795852372,71.091934546244,74.30435241161,76.636952836043,79.505328801467,84.435060109755,90.033613313139,94.640414413642,100.,99.995544344549,78.336646921759,88.407838638818,94.752207823918
San Luis Potosí,33.383690278197,36.664589312043,36.512980646371,34.518277393307,35.741596418039,36.457169735789,34.853856917198,35.659597077894,36.165707957666,37.605302664513,39.831014406501,41.54264479137,43.047215408978,44.381115372454,47.375624913104,42.608117026995,45.646077044317,48.67135213631,51.765763441754,53.033625457361,55.659164231439,55.191614405979,55.192726819932,57.56563557851,63.262612741227,65.76946886843,67.651998664917,68.591235671069,71.161642815221,66.761949179581,70.599675129948,74.598577760923,78.450817441572,80.720772064692,82.473559435225,86.057384116692,90.688378462811,96.853277988651,100.,97.840314015043,90.883963424675,92.970682225388,96.439068815616
Sinaloa,48.406845653484,52.574566323712,52.547611385326,51.007963572151,52.591914733915,53.743264384991,52.19349821342,53.32781041815,53.802342780478,55.446467627854,58.54377717633,60.733483847799,62.140123076993,63.901067817103,65.214093470972,62.073458565661,62.955563922334,64.544902281844,67.484598444308,69.282270081486,74.200599517472,72.704081690179,70.183226745592,70.363157331144,75.082866514713,74.658531223029,77.930669351636,81.811773251196,85.674537484041,82.823462230998,83.706943332708,85.746959090408,88.453541699356,88.251584412491,88.246851925365,91.940167764452,96.167942926956,98.292489121301,100.,99.497080484274,91.949177567963,96.04732552313,97.914987715289
Sonora,39.723597385314,44.14899913168,43.813862886004,40.732661675678,42.34609467398,43.511100471293,40.824169547944,41.827307596909,42.108966766876,43.620822307479,46.700924038856,48.81502067608,51.344631108824,52.723813206165,57.101894779931,54.690459986102,56.718336709064,62.749812015503,67.412934945206,69.663635864315,75.638124175679,73.371245738891,67.443053175736,65.313339053139,68.199726505027,71.505381119635,77.450547264656,78.550052041513,79.692027085633,73.420208928644,76.173735748391,82.950436070753,87.121913927436,90.71929179941,92.314473881889,97.178513387826,101.270505910515,100.320120858961,100.,100.49038269883,94.263075091181,98.199772573438,102.885884445703
Tabasco,57.280965253483,62.399328406832,62.45847992404,59.728296349233,61.941272178134,63.465874764945,61.85317705238,63.610022367,65.056850351038,67.701105414362,71.184155321029,74.185554173044,76.885755894863,79.4761533001,79.527023248639,79.539962073117,84.865980052601,87.697429146868,91.229701934144,89.96670195694,90.317618823694,88.450252642662,83.877856775918,83.992146791987,87.119948087778,93.945046841344,101.391058183359,103.987003071155,108.21248066943,110.97275382357,116.273539027738,120.6759484504,126.212965013855,126.641999383967,126.152052976762,117.328425281549,112.991557584025,106.52841701122,100.,95.176272636714,98.805057624581,115.211562980945,134.756436993608
Tamaulipas,41.205324782631,45.201939920293,45.244369331886,42.77749099902,44.564133210598,45.98134478392,44.079455694287,45.345023949834,46.019416282714,47.606275019616,50.20614249776,51.608149184381,53.099852053887,53.73807879185,57.26588036865,53.520217846903,57.914281352314,62.161681640964,68.871932908512,73.289128839026,77.266736980446,73.514807636943,76.24144210503,79.541906489376,83.19970551743,87.198202928111,89.762755795439,91.647795126695,93.748446783274,86.078988092867,87.779582015842,88.437812753731,92.422064854485,92.898917961286,93.929596847826,97.391524742553,96.976626283341,96.865965977377,100.,102.824385358908,94.769018355446,98.784681057934,102.028724240261
Tlaxcala,42.274388870194,46.035421332634,46.183786570905,44.433260308954,45.980239350772,47.01779096252,45.727299542921,46.698836224165,47.376041704321,48.967419186159,51.43962246328,53.746438844103,55.990597926448,57.234365402369,59.129106054533,56.595925310156,61.06234204925,67.060396003358,68.630810112007,72.825280314729,75.945856481406,78.628950995012,76.448145643993,75.573926823885,78.830502992567,75.783473247866,79.34605009786,80.025549271815,81.109428219225,77.358313664407,82.454645453787,85.203957262739,87.290715753546,86.712700855311,88.320381227747,92.758696326169,94.189530131783,97.406141613197,100.,99.114307296453,90.031252779344,95.09778820711,97.268736563
Veracruz de Ignacio de la Llave,58.07828981186,62.415070063717,62.734023241358,61.264836071352,63.131524507008,64.406125747083,63.332853192148,64.663917870515,65.65028603598,67.685628214009,70.674128905432,73.265488752656,75.496746594396,77.204250118506,81.326513774955,79.563529329975,81.955000430137,84.565710501178,88.152756845435,86.531310448513,87.087332972524,85.675298721611,85.058972115303,86.590723866483,90.408869008746,91.335095631113,96.323337658002,99.464564124045,98.393650232342,96.760711032295,99.913382238796,101.712447473331,105.322546517379,104.32602363285,104.364150435564,105.147699681932,102.874893655281,100.275590165854,100.,102.439824473199,94.101933342616,98.881978966224,100.289695150642
Yucatán,35.323173364421,38.326452706207,38.493734918722,37.38667125719,38.628529279833,39.387658373616,38.462017082713,39.292211278376,39.886531858088,41.273465825123,43.271046397825,44.964594519419,46.440223898108,48.188394592764,51.296014447188,48.229977342989,50.701628899997,53.744228917589,57.507527709158,59.530185728783,63.720026174164,64.993625333387,64.3977131875,65.111768557024,67.689435526659,70.811975423071,74.175303985644,75.841703924716,77.026613977146,74.8051886406,77.586260289365,79.293360298145,82.141147517184,82.907676324596,85.714780743763,88.294937585181,92.135323991352,95.833604316709,100.,100.382356366683,91.341156592894,98.232057535879,101.388848725859
Zacatecas,33.116468230346,35.40266852563,35.827889244004,35.673510436373,36.796020204423,37.667785421133,37.551038152744,38.464243336411,39.174262027261,40.492095360455,42.435425071608,44.320850305878,46.287169382073,47.923727569951,49.317605107756,50.452194308294,49.540541744157,51.175559572332,55.582277356844,54.391750505969,54.550323050166,56.507561535148,60.682246767262,62.383694030655,64.135251148009,65.798935516869,70.012850444257,72.461853361933,75.42664822199,78.838411857971,86.338513450342,86.356125567654,88.138664143758,85.890533676534,92.474780211184,93.965210892911,94.862438019076,96.575928373326,100.,96.3031699889,92.002502335793,96.228065412465,96.776648451643
"a Los códigos se derivan del SCN 2008, modificados para uso del SCN de México     NA No aplica.     P Cifras preliminares     R Cifras revisadas    Nota:    La suma de los parciales puede no coincidir con el total por el redondeo de las cifras."
